Name,Detail,Price
"Apple MacBook Air M4 15"" (2025) Minuit 16Go/256 Go (MW1L3FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1 099€00
"Apple MacBook Air M4 15"" (2025) Minuit 16Go/512 Go (MW1M3FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 349€00
"Apple MacBook Air M4 15"" (2025) Minuit 24Go/512 Go (MC6L4FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 599€00
"Apple MacBook Pro M4 14"" Argent 32 Go/1 To (MW2W3FN/A-32GB-1TB)","PC portable, 14"", Apple M4 10 coeurs (GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, 1,55 kg, Clavier AZERTY Français",1 099€00
"Apple MacBook Pro M4 14"" Noir sidéral 16 Go/1 To (MW2V3FN/A)","MacBook 14"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 349€00
"Apple MacBook Pro M4 Max 14"" Noir sidéral 36 Go/1 To (MX2K3FN/A)","MacBook 14"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 599€00
"Apple MacBook Pro M4 Pro 14"" Argent 24 Go/1 To (MX2F3FN/A)","PC portable, 14"", Apple M4 Pro 14 coeurs (GPU 20 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, 1,55 kg, Clavier AZERTY Français",1 099€00
"Apple MacBook Pro M4 Pro 14"" Argent 24 Go/512 Go (MX2E3FN/A)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 349€00
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/1 To (MX2J3FN/A)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 599€00
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/512 Go (MX2H3FN/A)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 399€00
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/512 Go (MX2X3FN/A)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 649€00
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/512 Go (MX2X3FN/A-NANO)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 399€00
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 48 Go/512 Go (MX2Y3FN/A)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 649€00
"Apple MacBook Pro M5 14"" Argent 16 Go/1 To (MDE54FN/A)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Tahoe, AZERTY",1 399€00
"Apple MacBook Pro M5 14"" Noir sidéral 16 Go/1 To (MDE14FN/A)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Tahoe, AZERTY",649€95
"Apple MacBook Pro M5 14"" Noir sidéral 16 Go/512 Go (MDE04FN/A)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",1 049€95
"Apple MacBook Pro M4 Max 16"" Argent 36 Go/1 To (MX2V3FN/A)","MacBook 16"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 199€95
"Apple MacBook Pro M5 14"" Argent 16 Go/512 Go (MDE44FN/A)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",
"Apple MacBook Pro M5 14"" Argent 24 Go/1 To (MDE64FN/A)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Tahoe, AZERTY",
"Apple MacBook Pro M5 14"" Noir sidéral 24 Go/1 To (MDE34FN/A)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Tahoe, AZERTY",
"Apple MacBook Air M4 13"" (2025) Argent 16 Go/1 To (MW0W3FN/A-CPU10-GPU10)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 13"" (2025) Argent 16Go/1To (MW0X3FN/A-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 13"" (2025) Argent 16Go/1To (MW0X3FN/A-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 13"" (2025) Argent 16Go/256 Go (MW0W3FN/A-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 8 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 13"" (2025) Argent 16Go/512 Go (MW0X3FN/A-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 13"" (2025) Argent 24 Go / 256 Go (MW0W3FN/A-CPU10-GPU10-24GB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 13"" (2025) Argent 24 Go/1 To (MW0W3FN/A-CPU10-GPU10-24GB-1TB-35W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 13"" (2025) Argent 24 Go/256 Go (MW0W3FN/A-CPU10-GPU10-24GB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 13"" (2025) Argent 32Go/1 To (MW0X3FN/A-32GB-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 13"" (2025) Bleu ciel 16Go/1To (MC6U4FN/A-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 13"" (2025) Bleu ciel 16Go/256 Go (MC6T4FN/A-GPU10-24GB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",2 049€00
"Apple MacBook Air M4 13"" (2025) Bleu ciel 16Go/256 Go (MC6T4FN/A-GPU10-24GB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1 799€00
"Apple MacBook Air M4 13"" (2025) Bleu ciel 16Go/512 Go (MC6T4FN/A-GPU10-512GB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",4 099€00
"Apple MacBook Air M4 13"" (2025) Bleu ciel 24Go/1To (MC6V4FN/A-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 799€00
"Apple MacBook Air M4 13"" (2025) Bleu ciel 24Go/2 To (MC6V4FN/A-2TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2 299€00
"Apple MacBook Air M4 13"" (2025) Bleu ciel 24Go/512 Go (MC6U4FN/A-24GB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",2 299€00
"Apple MacBook Air M4 13"" (2025) Bleu ciel 32Go/1 To (MC6V4FN/A-32GB-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 224€00
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 16Go/1To (MW103FN/A-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 599€00
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 24Go/1To (MC6A4FN/A-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 599€00
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 24Go/1To (MC6A4FN/A-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 119€00
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 32Go/1To (MC6A4FN/A-32GB-1TB-35W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 349€00
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/1To (MW133FN/A-1TB)","MacBook 13.6"",Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 369€00
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/1To (MW133FN/A-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 849€00
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/256 Go (MW123FN/A-GPU10)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1 349€00
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/2To (MW133FN/A-2TB-70W)","MacBook 13.6"", 2560 x 1664, Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2 099€00
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/512 Go (MW133FN/A-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 599€00
"Apple MacBook Air M4 13"" (2025) Minuit 24 Go/256 Go (MW123FN/A-GPU10-24GB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1 349€95
"Apple MacBook Air M4 13"" (2025) Minuit 24Go/1To (MC6C4FN/A-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 369€00
"Apple MacBook Air M4 13"" (2025) Minuit 24Go/1To (MC6C4FN/A-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 349€00
"Apple MacBook Air M4 13"" (2025) Minuit 32Go/1 To (MW133FN/A-32GB-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 849€00
"Apple MacBook Air M4 13"" (2025) Minuit 32Go/512 Go (MC6C4FN/A-32GB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",2 349€00
Apple MacBook Air M4 15 pouces (2025) Argent 24Go/1 To (MC6J4FN/A-1TB),"MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 599€00
Apple MacBook Air M4 15 pouces (2025) Argent 32 Go/1 To (MC6J4FN/A-32GB-1TB),"MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2 099€00
"Apple MacBook Air M4 15"" (2025) Argent 16Go / 2 To (MW1G3FN/A-2TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1 599€00
"Apple MacBook Air M4 15"" (2025) Argent 16Go/1 To (MW1G3FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 849€00
"Apple MacBook Air M4 15"" (2025) Argent 16Go/1 To (MW1H3FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, AZERTY",1 849€00
"Apple MacBook Air M4 15"" (2025) Argent 24 Go/512 Go (MC6J4FN/A-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",2 099€00
"Apple MacBook Air M4 15"" (2025) Argent 24Go/2 To (MC6J4FN/A-2TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1 599€00
"Apple MacBook Air M4 15"" (2025) Argent 24Go/512 Go (MC6J4FN/A)","MacBook 15.3"",Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 599€00
"Apple MacBook Air M4 15"" (2025) Argent 32 Go/2 To (MC6J4FN/A-32GB-2TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1 135€00
"Apple MacBook Air M4 15"" (2025) Bleu ciel 16Go/1 To (MC7C4FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2 099€00
"Apple MacBook Air M4 15"" (2025) Bleu ciel 16Go/2 To (MC7C4FN/A-2TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1 349€00
"Apple MacBook Air M4 15"" (2025) Bleu ciel 24Go/1 To (MC7D4FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",649€95
"Apple MacBook Air M4 15"" (2025) Bleu ciel 24Go/2 To (MC7D4FN/A-2TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1 049€95
"Apple MacBook Air M4 15"" (2025) Bleu ciel 24Go/512 Go (MC7D4FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 199€95
"Apple MacBook Air M4 15"" (2025) Bleu ciel 32 Go/1 To (MC7A4FN/A-32GB-1TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Bleu ciel 32 Go/512 Go (MC7A4FN/A-32GB-512GB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Bleu ciel 32Go/2 To (MC7D4FN/A-32GB-2TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Lumière stellaire 16Go / 1 To (MW1J3FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Lumière stellaire 16Go/1 To (MW1K3FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Lumière stellaire 16Go/512 Go (MW1K3FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Lumière stellaire 16Go/512 Go (MW1K3FN/A-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Lumière stellaire 24Go/1 To (MC6K4FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Lumière stellaire 32Go/2 To (MW1K3FN/A-32GB-2TB-70W)","MacBook 15.3"", Apple M4 (10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Minuit 24 Go/2 To (MC6L4FN/A-2TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Minuit 24Go/1 To (MC6L4FN/A-24GB-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Minuit 24Go/256 Go (MW1L3FN/A-24GB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Minuit 24Go/256 Go (MW1L3FN/A-24GB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Air M4 15"" (2025) Minuit 24Go/512 Go (MC6L4FN/A-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",2 149€00
"Apple MacBook Air M4 15"" (2025) Minuit 32 Go/2 To (MC6L4FN/A-32GB-2TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2 649€00
"Apple MacBook Air M4 15"" (2025) Minuit 32Go/1 To (MC6L4FN/A-32GB-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 899€00
"Apple MacBook Air M4 15"" (2025) Minuit 32Go/2 To (MC6L4FN/A-32GB-2TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2 399€00
"Apple MacBook Pro M4 Max 14"" Argent 64 Go/1 To (MX2G3FN/A-64GB-2TB-CPU16/GPU40-NANO)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2 149€00
"Apple MacBook Pro M4 Max 14"" Argent 64 Go/1 To (MX2G3FN/A-64GB-CPU16/GPU40)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2 899€00
"Apple MacBook Pro M4 Max 14"" Noir sidéral 128 Go/8 To (MX2K3FN/A-CPU16-GPU40-128GB-8TB)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 8 To, Mac OS Sequoia, AZERTY",1 899€00
"Apple MacBook Pro M4 Max 14"" Noir sidéral 128 Go/8 To (MX2K3FN/A-CPU16-GPU40-128GB-8TB-NANO)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 8 To, Mac OS Sequoia, AZERTY",1 899€00
"Apple MacBook Pro M4 Max 14"" Noir sidéral 36 Go/2 To (MX2K3FN/A-2TB)","MacBook 14"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1 649€00
"Apple MacBook Pro M4 Max 14"" Noir sidéral 48 Go/1 To (MX2K3FN/A-CPU16-GPU40-48GB)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 649€00
"Apple MacBook Pro M4 Max 14"" Noir sidéral 64 Go/1 To (MX2K3FN/A-CPU16-GPU40-64GB)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2 149€00
"Apple MacBook Pro M4 Max 14"" Noir sidéral 64 Go/2 To (MX2K3FN/A-CPU16-GPU40-64GB-2TB)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2 899€00
"Apple MacBook Pro M4 Max 14"" Noir sidéral 64 Go/8 To (MX2K3FN/A-CPU16-GPU40-64GB-8TB)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 8 To, Mac OS Sequoia, AZERTY",2 649€00
"Apple MacBook Pro M4 Max 16"" Argent 128 Go/1 To (MX2W3FN/A-128GB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2 149€00
"Apple MacBook Pro M4 Max 16"" Argent 128 Go/4 To (MX2W3FN/A-128GB-4TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 4 To, Mac OS Sequoia, AZERTY",1 649€00
"Apple MacBook Pro M4 Max 16"" Argent 48 Go/2 To (MX2W3FN/A-2TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1 649€95
"Apple MacBook Pro M4 Max 16"" Argent 64 Go/1 To (MX2W3FN/A-64GB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1 899€95
"Apple MacBook Pro M4 Max 16"" Argent 64 Go/2 To (MX2W3FN/A-64GB-2TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2 899€00
"Apple MacBook Pro M4 Max 16"" Noir sidéral 128 Go/1 To (MX313FN/A-128GB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2 399€00
