Name,Detail,Price
"Apple MacBook Pro M4 Max 16"" Noir sidéral 128 Go/2 To (MX303FN/A-128GB-2TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2 899€00
"Apple MacBook Pro M4 Max 16"" Noir sidéral 36 Go/1 To (MX303FN/A)","MacBook 16"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 1 To, Mac OS Sequoia, AZERTY",5 364€00
"Apple MacBook Pro M4 Max 16"" Noir sidéral 36 Go/2 To (MX303FN/A-2TB-VNT)","MacBook 16"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 2 To, Mac OS Sequoia, AZERTY",4 679€00
"Apple MacBook Pro M4 Max 16"" Noir sidéral 36 Go/4 To (MX303FN/A-4TB)","MacBook 16"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 4 To, Mac OS Sequoia, AZERTY",8 424€00
"Apple MacBook Pro M4 Max 16"" Noir sidéral 48 Go/2 To (MX313FN/A-2TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",8 614€00
"Apple MacBook Pro M4 Max 16"" Noir sidéral 64 Go/1 To (MX313FN/A-64GB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 1 To, Mac OS Sequoia, AZERTY",4 299€00
"Apple MacBook Pro M4 Max 16"" Noir sidéral 64 Go/1 To (MX313FN/A-64GB-NANO)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 1 To, Mac OS Sequoia, AZERTY",4 424€00
"Apple MacBook Pro M4 Max 16"" Noir sidéral 64 Go/2 To (MX303FN/A-64GB-2TB-CPU16/GPU40)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",4 675€00
"Apple MacBook Pro M4 Max 16"" Noir sidéral 64 Go/2 To (MX303FN/A-64GB-2TB-CPU16/GPU40-NANO)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",5 169€00
"Apple MacBook Pro M4 Max 16"" Noir sidéral 64 Go/2 To (MX313FN/A-64GB-2TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",7 424€00
"Apple MacBook Pro M4 Pro 14"" Argent 24 Go/1 To (MX2E3FN/A-1TB)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",5 949€00
"Apple MacBook Pro M4 Pro 14"" Argent 48 Go/1 To (MX2F3FN/A-48GB-NANO)","MacBook 14"", Liquid Retina XDR verre nano-texturé, Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",7 199€00
"Apple MacBook Pro M4 Pro 14"" Argent 48 Go/512 Go (MX2E3FN/A-48GB)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 48 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",5 199€00
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/1 Go (MX2H3FN/A-1TB)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",649€95
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/2 To (MX2H3FN/A-2TB)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1 049€95
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/512 Go (MX2H3FN/A-CPU14/GPU20)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1 199€95
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/512 Go (MX2H3FN/A-CPU14/GPU20-NANO)","MacBook 14"", Liquid Retina XDR verre nano-texturé, Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/512 Go (MX2H3FN/A-NANO)","MacBook 14"", Liquid Retina XDR verre nano-texturé, Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/1 To (MX2H3FN/A-48GB-1TB)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/1 To (MX2H3FN/A-48GB-1TB-96W)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/1 To (MX2H3FN/A-CPU14/GPU20-48GB-1TB-96W)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/512 Go (MX2H3FN/A-48GB)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 48 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/512 Go (MX2H3FN/A-48GB-96W)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 48 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/512 Go (MX2H3FN/A-CPU14/GPU20-48GB)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 16"" Argent 24 Go/1 To (MX2T3FN/A-1TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 16"" Argent 24 Go/2 To (MX2T3FN/A-2TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 16"" Argent 24 Go/4 To (MX2T3FN/A-4TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 4 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 16"" Argent 24 Go/512 Go (MX2T3FN/A-NANO)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 16"" Argent 48 Go/1 To (MX2U3FN/A-1TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",
"Apple MacBook Pro M4 Pro 16"" Argent 48 Go/2 To (MX2U3FN/A-2TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2 549€00
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/1 To (MX2X3FN/A-1TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",3 049€00
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/1 To (MX2X3FN/A-1TB-NANO)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2 549€00
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/2 To (MX2X3FN/A-2TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2 989€00
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 48 Go/1 To (MX2Y3FN/A-1TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2 489€00
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 48 Go/2 To (MX2X3FN/A-48GB-2TB-NANO)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",3 049€00
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 48 Go/2 To (MX2Y3FN/A-2TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",3 069€00
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 48 Go/512 Go (MX2Y3FN/A-NANO)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",3 299€00
"Apple MacBook Pro M5 14"" Argent 32 Go/1 To (MDE64FN/A-32GB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Tahoe, AZERTY",2 799€00
"Apple MacBook Pro M5 14"" Argent 32 Go/2 To (MDE64FN/A-32GB-2TB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Tahoe, AZERTY",2 849€00
"Apple MacBook Pro M5 14"" Argent 32 Go/512 Go (MDE44FN/A-32GB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",3 049€00
"Apple MacBook Pro M5 14"" Noir sidéral 24 Go/512 Go (MDE04FN/A-24GB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",3 049€00
"Apple MacBook Pro M5 14"" Noir sidéral 32 Go/1 To (MDE34FN/A-32GB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Tahoe, AZERTY",3 549€00
"Apple MacBook Pro M5 14"" Noir sidéral 32 Go/2 To (MDE14FN/A-32GB-2TB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Tahoe, AZERTY",4 299€00
"Apple MacBook Pro M5 14"" Noir sidéral 32 Go/512 Go (MDE04FN/A-32GB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",2 989€00
"Apple MacBook Pro M5 14"" Noir sidéral 32 Go/512 Go (MDE44FN/A-32GB-NANO)","MacBook 14"" verre nano-texturé, Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",3 549€00
"Apple MacBook Air M4 13"" (2025) Argent 24Go/1To (MC654FN/A-1TB)","MacBook 13.6"", Apple M4 (10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",4 049€00
"Apple MacBook Air M4 13"" (2025) Argent 24Go/512 Go (MC654FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",3 049€00
"Apple MacBook Air M4 13"" (2025) Argent 32Go/1To (MC654FN/A-32GB-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",3 239€00
"Apple MacBook Pro M4 14"" Argent 24 Go/1 To (MW2X3FN/A-24GB)","MacBook 14"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",3 549€00
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/1 To (MX2J3FN/A-48GB)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",3 549€00
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/1 To (MX2J3FN/A-48GB-NANO)","MacBook 14"", Liquid Retina XDR verre nano-texturé, Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",4 238€99
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/2 To (MX2J3FN/A-48GB-2TB)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",4 049€00
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/4 To (MX2J3FN/A-48GB-4TB)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 4 To, Mac OS Sequoia, AZERTY",3 489€00
Aorus Master 16 BXHC4FRE64SP,"PC portable gamer 16"", Intel Core Ultra 9 275HX, RTX 5070 Ti, RAM 32 Go, SSD 1 To, dalle OLED WQXGA 240 Hz, Windows 11 Pro, AZERTY",2 548€99
Aorus Master 16 BYHC5FRE65SP,"PC portable gamer 16"", Intel Core Ultra 9 275HX, RTX 5080, RAM 32 Go, SSD 2 To, dalle OLED WQXGA 240 Hz, Windows 11 Pro, AZERTY",3 048€98
Aorus Master 16 BZHC6FRE65SP,"PC portable gamer 16"", Intel Core Ultra 9 275HX, RTX 5090, RAM 32 Go, SSD 2 To, dalle OLED WQXGA 240 Hz, Windows 11 Pro, AZERTY",2 299€95
Aorus Master 18 BZHC6FRD45SP,"PC portable gamer 18"", Intel Core Ultra 9 275HX, RTX 5090, RAM 64 Go, SSD 2 To, dalle Mini-LED WQXGA 240 Hz, Windows 11 Pro, AZERTY",2 049€00
Gigabyte AERO X16 1VH93FRC64AH Copilot+ PC,"PC portable gamer 16"", AMD Ryzen AI 7 350, RTX 5060, RAM 32 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11, AZERTY",2 548€99
GIGABYTE AERO X16 1VH93FRC94AH Copilot+ PC,"PC portable gamer 16"", AMD Ryzen AI 7 350, RTX 5060, RAM 16 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11, AZERTY",3 048€98
Gigabyte AERO X16 1WH93FRC64AH Copilot+ PC,"PC portable gamer 16"", AMD Ryzen AI 7 350, RTX 5070, RAM 32 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11, AZERTY",2 299€95
Gigabyte AERO X16 1WH93FRC94AH Copilot+ PC,"PC portable gamer 16"", AMD Ryzen AI 7 350, RTX 5070, RAM 16 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11, AZERTY",2 499€95
Gigabyte AERO X16 2WHA3FRC64D Copilot+ PC Blanc,"PC portable gamer 16"", AMD Ryzen AI 9 HX 370, RTX 5070, RAM 32 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11 Pro, AZERTY",649€95
Gigabyte Gaming A16 CTHI3FR894SH,"PC portable gamer 16"", Intel Core i7-13620H, RTX 5050, RAM 16 Go, SSD 1 To, dalle IPS Full HD+ 165 Hz, Windows 11, AZERTY",1 049€95
Gigabyte Gaming A16 CVHI3FR864SH,"PC portable gamer 16"", Intel Core i7-13620H, RTX 5060, RAM 32 Go, SSD 1 To, dalle IPS Full HD+ 165 Hz, Windows 11, AZERTY",1 199€95
Gigabyte Gaming A16 CVHI3FR894SH,"PC portable gamer 16"", Intel Core i7-13620H, RTX 5060, RAM 16 Go, SSD 1 To, dalle IPS Full HD+ 165 Hz, Windows 11, AZERTY",
Gigabyte Gaming A16 CWHI3FR864SH,"PC portable gamer 16"", Intel Core i7-13620H, RTX 5070, RAM 32 Go, SSD 1 To, dalle IPS Full HD+ 165 Hz, Windows 11, AZERTY",
Gigabyte Gaming A16 PRO DXHG4FRCC4SH,"PC portable gamer 16"", Intel Core 7 240H, RTX 5070 Ti, RAM 32 Go, SSD 1 To, dalle IPS QHD+ 165 Hz, Windows 11, AZERTY",
Gigabyte Gaming A16 PRO DYHG5FRCC4SH,"PC portable gamer 16"", Intel Core 7 240H, RTX 5080, RAM 32 Go, SSD 1 To, dalle IPS QHD+ 165 Hz, Windows 11, AZERTY",
Gigabyte Gaming A18 3VHK3FRC64SH,"PC portable gamer 18"", AMD Ryzen 7 260, RTX 5060, RAM 32 Go, SSD 1 To, dalle IPS QHD+ 165 Hz, Windows 11, AZERTY",
Gigabyte Gaming A18 3WHK3FRC64SH,"PC portable gamer 18"", AMD Ryzen 7 260, RTX 5070, RAM 32 Go, SSD 1 To, dalle IPS QHD+ 165 Hz, Windows 11, AZERTY",
Aorus 16X ASG-53FRC54SH,"PC portable gamer 16"", Intel Core i7-14650HX, RTX 4070, RAM 16 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11, AZERTY",
HP 17-cn3026nf,"PC portable 17"", Intel Core i7-1355U, RAM 16 Go, SSD 512 Go, dalle Full HD, Windows 11, AZERTY",
HP 250 G10 (AK9Y0AT),"PC portable 15"", AMD Ryzen 5 7530U, RAM 16 Go, SSD 512 Go, dalle TN Full HD, Windows 11, AZERTY",
HP 250 G10 (AK9Y2AT),"PC portable 15"", AMD Ryzen 3 7330U, RAM 8 fGo, SSD 512 Go, dalle TN Full HD, Windows 11, AZERTY",
HP 250 G10 (AL0F9AT),"PC portable 15"", AMD Ryzen 5 7530U, RAM 8 Go, SSD 512 Go, dalle TN Full HD, Windows 11, AZERTY",
HP 250R G9 (9Y6S5AT),"PC portable 15.6"", Intel Core i3-1315U, RAM 8 Go, SSD 256 Go, dalle TN Full HD, Windows 11, AZERTY",
HP 250R G9 (AK9T6AT),"PC portable 15.6"", Intel Core i3-1315U, RAM 8 Go, SSD 512 Go, dalle TN Full HD, Windows 11, AZERTY",
HP 250R G9 (B39PMAT),"PC portable 15.6"", Intel Core i3-1315U, RAM 8 Go, SSD 256 Go, dalle TN Full HD, Windows 11 Pro, AZERTY",1 999€95
HP 250R G9 (B9YT6ET),"PC portable 15.6"", Intel N150, RAM 8 Go, SSD 256 Go, dalle TN Full HD, Windows 11, AZERTY",1 049€95
HP 250R G9 (C38K7AT),"PC portable 15.6"", Intel Core 5 120U, RAM 8 Go, SSD 512 Go, dalle TN Full HD, Windows 11, AZERTY",1 399€95
HP 250R G9 (C38K7AT),"PC portable 15.6"", Intel Core 5 120U, RAM 8 Go, SSD 512 Go, dalle TN Full HD, Windows 11 Pro, AZERTY",1 199€95
HP 250R G9 (C38K9AT),"PC portable 15.6"", Intel Core 5 120U, RAM 16 Go, SSD 512 Go, dalle TN Full HD, Windows 11, AZERTY",1 599€95
HP 250R G9 (C7DW7AT),"PC portable 15.6"", Intel Core 3 100U, RAM 16 Go, SSD 512 Go, dalle TN Full HD, Windows 11, AZERTY",1 949€95
HP EliteBook 8 G1i 13 AI PC (AD4B4ET),"PC portable 13"", Intel Core Ultra 5 225U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD+, Windows 11 Pro, AZERTY",2 699€95
HP EliteBook 8 G1i 16 AI PC (AD3Y8ET),"PC portable 16"", Intel Core Ultra 7 255U, RAM 32 Go, SSD 1 To, dalle Full HD+, Windows 11 Pro, AZERTY",1 599€95
HP EliteBook 8 G1i 16 AI PC (AD3Z0ET),"PC portable 16"", Intel Core Ultra 5 225U, RAM 16 Go, SSD 1 To, dalle Full HD+, Windows 11 Pro, AZERTY",1 899€95
HP EliteBook X G1i 14 AI PC (B66V3AT),"PC portable 14"", Intel Core Ultra 7 258V, RAM 32 Go, SSD 1 To, 5G, dalle Full HD+, Windows 11 Pro, AZERTY",1 499€95
HP EliteBook X G1i 14 AI PC (B66VHAT),"PC portable 14"", Intel Core Ultra 7 258V, RAM 32 Go, SSD 1 To, dalle Full HD+, Windows 11 Pro, AZERTY",829€95
HP EliteBook X G1i 14 AI PC (B66VKAT),"PC portable 14"", Intel Core Ultra 5 228V, RAM 32 Go, SSD 512 Go, dalle Full HD+, Windows 11 Pro, AZERTY",579€95
HP EliteBook X G1i 14 AI PC (B66VPAT),"PC portable 14"", Intel Core Ultra 5 228V, RAM 32 Go, SSD 512 Go, dalle Full HD+, Windows 11 Pro, AZERTY",479€95
HP EliteBook X G1i 14 AI PC (B66VQAT),"PC portable 14"", Intel Core Ultra 5 228V, RAM 32 Go, SSD 512 Go, dalle Full HD+, Windows 11 Pro, AZERTY",529€95
HP EliteBook X G1i 14 AI PC (B69BNET),"PC portable 14"", Intel Core Ultra 7 258V, RAM 32 Go, SSD 1 To, 5G, dalle tactile Full HD+, Windows 11 Pro, AZERTY",469€95
HP EliteBook X G1i 14 AI PC (BA0A4ET),"PC portable 14"", Intel Core Ultra 7 258V, RAM 32 Go, SSD 1 To, dalle tactile Full HD+, Windows 11 Pro, AZERTY",499€95
HP EliteBook X G1i 14 AI PC (BA0A6ET),"PC portable 14"", Intel Core Ultra 5 228V, RAM 32 Go, SSD 512 Go, dalle tactile Full HD+, Windows 11 Pro, AZERTY",579€95
HP Laptop 15-fd0117nf,"PC portable 15.6"", Intel Core i5-1334U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",349€95
HP Laptop 15-fd0124nf,"PC portable 15.6"", Intel Core i7-1355U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",579€95
HP Laptop 15-fd0154nf,"PC portable 15.6"", Intel Core i3-1315U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",699€95
HP Laptop 15-fd0169nf,"PC portable 15.6"", Intel Core i3-1315U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",649€95
HP Laptop 15-fd1019nf,"PC portable 15.6"", Intel Core Ultra 5 125H, RAM 32 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",549€95
HP Laptop 17-cn3031nf,"PC portable 17"", Intel Core 5 120U, RAM 16 Go, SSD 512 Go, dalle Full HD, Windows 11, AZERTY",1 449€95
HP Laptop 17-cn3071nf,"PC portable 17"", Intel Core i3-N305, RAM 8 Go, SSD 512 Go, dalle Full HD, Windows 11, AZERTY",1 629€95
HP Laptop 17-cn4002nf,"PC portable 17"", Intel Core 3 100U, RAM 16 Go, SSD 512 Go, dalle HD+, Windows 11, AZERTY",1 299€95
HP Laptop 17-cp2012nf,"PC portable 17"", AMD Ryzen 5 7520U, RAM 8 Go, SSD 512 Go, dalle Full HD, Windows 11, AZERTY",2 399€95
HP OmniBook 5 16-bf0012nf Copilot+ PC,"PC portable 16"", Qualcomm Snapdragon X Plus X1P-42-100, RAM 32 Go, SSD 512 Go, dalle OLED Full HD+, Windows 11, AZERTY",2 299€95
HP OmniBook 5 16-bf0013nf Copilot+ PC,"PC portable 16"", Qualcomm Snapdragon X X1-26-100, RAM 16 Go, SSD 512 Go, dalle OLED Full HD+, Windows 11, AZERTY",1 999€95
HP ProBook 4 G1i 14 AI PC (B9YR6ET),"PC portable 14"", Intel Core Ultra 7 255U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD+, Windows 11 Pro, AZERTY",1 699€95
HP ProBook 4 G1i AI PC (B9YR8ET),"PC portable 16"", Intel Core Ultra 5 225U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD+, Windows 11 Pro, AZERTY",1 749€95
HP ProBook 4 G1i AI PC (B9YR9ET),"PC portable 16"", Intel Core Ultra 7 255U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD+, Windows 11 Pro, AZERTY",2 999€95
HP ProBook 4 G1iR 14 (B39VWAT),"PC portable 14"", Intel Core i5-1334U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD+, Windows 11 Pro, AZERTY",2 499€95
